茭白,http://baike.baidu.com/item/%E8%8C%AD%E7%99%BD?sefr=cr
茼蒿,http://baike.baidu.com/item/%E8%8C%BC%E8%92%BF/288692?sefr=cr
白木耳,http://baike.baidu.com/item/%E9%93%B6%E8%80%B3?fromtitle=%E7%99%BD%E6%9C%A8%E8%80%B3&fromid=2970951&type=syn&sefr=cr
海苔,http://baike.baidu.com/item/%E6%B5%B7%E8%8B%94?sefr=cr
油菜,http://baike.baidu.com/item/%E6%B2%B9%E8%8F%9C/20458?sefr=cr
黑番茄,http://baike.baidu.com/item/%E9%BB%91%E7%95%AA%E8%8C%84?sefr=cr
地皮菜,http://baike.baidu.com/item/%E6%99%AE%E9%80%9A%E5%BF%B5%E7%8F%A0%E8%97%BB?fromtitle=%E5%9C%B0%E7%9A%AE%E8%8F%9C&fromid=3163289&type=syn&sefr=cr
大球盖菇,http://baike.baidu.com/item/%E5%A4%A7%E7%90%83%E7%9B%96%E8%8F%87?sefr=cr
海鲜菇,http://baike.baidu.com/item/%E6%B5%B7%E9%B2%9C%E8%8F%87?sefr=cr
毛木耳,http://baike.baidu.com/item/%E6%AF%9B%E6%9C%A8%E8%80%B3?sefr=cr
秀珍菇,http://baike.baidu.com/item/%E7%A7%80%E7%8F%8D%E8%8F%87?sefr=cr
芽菜,http://baike.baidu.com/item/%E8%8A%BD%E8%8F%9C?sefr=cr
彩椒,http://baike.baidu.com/item/%E5%BD%A9%E6%A4%92?sefr=cr
甘蓝,http://baike.baidu.com/item/%E7%94%98%E8%93%9D?sefr=cr
儿菜,http://baike.baidu.com/item/%E5%84%BF%E8%8F%9C?sefr=cr
番杏,http://baike.baidu.com/item/%E7%95%AA%E6%9D%8F/756781?sefr=cr
飞碟瓜,http://baike.baidu.com/item/%E9%A3%9E%E7%A2%9F%E7%93%9C/2125955?sefr=cr
猴腿菜,http://baike.baidu.com/item/%E7%8C%B4%E8%85%BF%E8%8F%9C?sefr=cr
砍瓜,http://baike.baidu.com/item/%E7%A0%8D%E7%93%9C?sefr=cr
马齿菜,http://baike.baidu.com/item/%E9%A9%AC%E9%BD%BF%E8%8F%9C?sefr=cr
松露,http://baike.baidu.com/item/%E6%9D%BE%E9%9C%B2?sefr=cr
双孢菇,http://baike.baidu.com/item/%E5%8F%8C%E5%AD%A2%E8%8F%87?sefr=cr
青椒,http://baike.baidu.com/item/%E9%9D%92%E6%A4%92/74494
菠菜,http://baike.baidu.com/item/%E8%8F%A0%E8%8F%9C/575262?sefr=cr
娃娃菜,http://baike.baidu.com/item/%E5%A8%83%E5%A8%83%E8%8F%9C?sefr=cr
甜椒,http://baike.baidu.com/item/%E7%94%9C%E6%A4%92?sefr=cr
荠菜,http://baike.baidu.com/item/%E8%8D%A0/4171062?fromtitle=%E8%8D%A0%E8%8F%9C&fromid=576908&type=syn&sefr=cr
毛芋,http://baike.baidu.com/item/%E6%AF%9B%E8%8A%8B?sefr=cr
青花椒,http://baike.baidu.com/item/%E9%9D%92%E8%8A%B1%E6%A4%92?sefr=cr
荔浦芋,http://baike.baidu.com/item/%E8%8D%94%E6%B5%A6%E8%8A%8B%E5%A4%B4?fromtitle=%E8%8D%94%E6%B5%A6%E8%8A%8B&fromid=150152&type=syn&sefr=cr
蔓菁/芥蓝,http://baike.baidu.com/item/%E8%8A%A5%E8%93%9D?sefr=cr
茄子,http://baike.baidu.com/item/%E8%8C%84/12639968?sefr=cr&fromtitle=%E8%8C%84%E5%AD%90&fromid=35717
莴苣,http://baike.baidu.com/item/%E8%8E%B4%E8%8B%A3/467144?sefr=cr
脚扳薯,http://baike.baidu.com/item/%E8%84%9A%E6%89%B3%E8%96%AF
苦苣,http://baike.baidu.com/item/%E8%8B%A6%E8%8B%A3/893360?sefr=cr
苔干/贡菜,http://baike.baidu.com/item/%E8%B4%A1%E8%8F%9C?sefr=cr
四季豆/菜豆,http://baike.baidu.com/item/%E5%9B%9B%E5%AD%A3%E8%B1%86?sefr=cr
豌豆,http://baike.baidu.com/item/%E8%B1%8C%E8%B1%86/822636?sefr=cr
蚕豆,http://baike.baidu.com/item/%E8%9A%95%E8%B1%86/1462?sefr=cr
扁豆,http://baike.baidu.com/item/%E6%89%81%E8%B1%86?sefr=cr
豇豆,http://baike.baidu.com/item/%E8%B1%87%E8%B1%86?sefr=cr
刀豆,http://baike.baidu.com/item/%E5%88%80%E8%B1%86/583527?sefr=cr
海带,http://baike.baidu.com/item/%E6%B5%B7%E5%B8%A6?sefr=cr
猪毛菜,http://baike.baidu.com/item/%E7%8C%AA%E6%AF%9B%E8%8F%9C?sefr=cr
荷兰豆,http://baike.baidu.com/item/%E8%8D%B7%E5%85%B0%E8%B1%86?sefr=cr
